top - 11:36:50 up 220 days, 20:48, 100 users,  load average: 97.77, 81.24, 44.38
Tasks: 1357 total,  85 running, 1257 sleeping,   9 stopped,   6 zombie
%Cpu(s): 99.3 us,  0.5 sy,  0.1 ni,  0.0 id,  0.0 wa,  0.0 hi,  0.1 si,  0.0 st
MiB Mem : 3096095.+total, 839604.3 free, 194319.6 used, 2062171.+buff/cache
MiB Swap: 131072.0 total, 116830.4 free,  14241.6 used. 2885965.+avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
3154762 ara258    20   0  258792  15624   4804 S   0.0   0.0   0:00.57 conda.exe
3154763 ara258    20   0  258808  14924   4944 S   0.0   0.0   0:00.17 conda.exe
3154764 ara258    20   0  258792  15816   4944 S   0.0   0.0   0:00.22 conda.exe
3154765 ara258    20   0  258792  15576   4728 S   0.0   0.0   0:00.76 conda.exe
3154767 ara258    20   0  258808  15120   4816 S   0.0   0.0   0:00.19 conda.exe
3154770 ara258    20   0  258812  14956   4940 S   0.0   0.0   0:00.19 conda.exe
3154771 ara258    20   0  258816  15628   4816 S   0.0   0.0   0:00.16 conda.exe
3154772 ara258    20   0  258816  15268   4944 S   0.0   0.0   0:00.23 conda.exe
3154773 ara258    20   0  258800  15700   4816 S   0.0   0.0   0:00.16 conda.exe
3154774 ara258    20   0  258816  15132   4816 S   0.0   0.0   0:00.17 conda.exe
3154775 ara258    20   0  258800  15012   4816 S   0.0   0.0   0:00.17 conda.exe
3154776 ara258    20   0  258776  15260   4816 S   0.0   0.0   0:00.19 conda.exe
3154777 ara258    20   0  258800  15192   4716 S   0.0   0.0   0:00.17 conda.exe
3154779 ara258    20   0  258816  15652   4816 S   0.0   0.0   0:00.19 conda.exe
3154780 ara258    20   0  258800  15684   4804 S   0.0   0.0   0:00.28 conda.exe
3154781 ara258    20   0  258804  15664   4944 S   0.0   0.0   0:00.18 conda.exe
3154782 ara258    20   0  258824  15320   4732 S   0.0   0.0   0:00.17 conda.exe
3154783 ara258    20   0  258824  14844   4816 S   0.0   0.0   0:00.17 conda.exe
3154786 ara258    20   0  258804  15608   4740 S   0.0   0.0   0:00.32 conda.exe
3154789 ara258    20   0  258804  15412   4816 S   0.0   0.0   0:00.18 conda.exe
3154791 ara258    20   0  258824  15960   4944 S   0.0   0.0   0:00.41 conda.exe
3154793 ara258    20   0  258828  15352   4944 S   0.0   0.0   0:00.26 conda.exe
3154794 ara258    20   0  258828  14948   4816 S   0.0   0.0   0:00.28 conda.exe
3154795 ara258    20   0  258808  15728   4804 S   0.0   0.0   0:00.69 conda.exe
3171778 8269305   20   0   12028   4224   2320 S   0.0   0.0   0:00.04 bash
3174771 9262714   20   0    7980   1080      0 S   0.0   0.0   0:00.00 ssh-agent
3191592 mda439    20   0   12028   5796   3892 S   0.0   0.0   0:00.04 bash
3193311 mda439    20   0   12028   5772   3868 S   0.0   0.0   0:00.04 bash
3196435 mda439    20   0   12028   5672   3772 S   0.0   0.0   0:00.04 bash
3209213 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3210464 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3255269 9262714   20   0    7980   1080      0 S   0.0   0.0   0:00.00 ssh-agent
3299731 9262714   20   0    7980   1080      0 S   0.0   0.0   0:00.00 ssh-agent
3307329 9262714   20   0  682288  57064  11516 S   0.0   0.0   3:40.38 python
3364346 uji657    20   0   32.5g   1.6g 447936 S   0.0   0.1  39:13.15 python
3532671 stz148    20   0   13816   6032   3108 S   0.0   0.0   3:48.74 tmux: server
3532717 stz148    20   0   11892   5084   3376 S   0.0   0.0   0:00.02 bash
3571451 root      20   0   16192   8896   7300 S   0.0   0.0   0:00.63 sshd
3613226 mda439    20   0   12028   5724   3816 S   0.0   0.0   0:00.03 bash
3618532 mda439    20   0   18.2g   3.0g  74848 S   0.0   0.1   0:00.00 python
3621617 mda439    20   0   18.3g   1.5g  74852 S   0.0   0.0   0:00.00 python
3636207 ark048    20   0   17448   7768   5748 S   0.0   0.0   0:07.21 systemd
3636214 ark048    20   0  172744   6400      0 S   0.0   0.0   0:00.00 (sd-pam)
3645122 sxa510    20   0    7980   3436   2328 S   0.0   0.0   0:00.00 ssh-agent
3666608 ark048    20   0  250972  21192  13612 S   0.0   0.0  15:40.17 jupyter-noteboo
3666647 ark048    20   0   36.0g  25.3g 252592 S   0.0   0.8 869:56.21 python
3675633 sxa510    20   0    7980   1080      0 S   0.0   0.0   0:00.00 ssh-agent
3677122 mda439    20   0   12028   5496   3612 S   0.0   0.0   0:00.02 bash
3677150 mda439    20   0   20852  12196   6548 S   0.0   0.0   0:03.05 python
3677167 mda439    20   0   12028   5492   3572 S   0.0   0.0   0:00.14 bash
3679396 mda439    20   0   12028   5616   3708 S   0.0   0.0   0:00.14 bash
3686122 nut749    20   0   17448   8036   6032 S   0.0   0.0   0:04.39 systemd
3686130 nut749    20   0  173192   6656      0 S   0.0   0.0   0:00.00 (sd-pam)
3688121 8269305   20   0 1150804 238872  47684 S   0.0   0.0 204:41.86 jupyterhub-sing
3700040 root       0 -20       0      0      0 I   0.0   0.0   0:05.08 kworker/u136:0-xprtiod
3933881 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3941086 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3941382 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3944550 root       0 -20       0      0      0 I   0.0   0.0   0:03.77 kworker/u137:0-xprtiod
3963360 9262714   20   0    7980   1076      0 S   0.0   0.0   0:00.00 ssh-agent
3994549 10219121  20   0   17444   7572   5560 S   0.0   0.0   0:06.85 systemd
3994609 10219121  20   0  172744   6424      0 S   0.0   0.0   0:00.00 (sd-pam)
4018877 mda439    20   0   12028   5568   3648 S   0.0   0.0   0:00.16 bash
4026672 mda439    20   0   12028   5776   3872 S   0.0   0.0   0:00.04 bash
4027364 mda439    20   0   12028   5780   3876 S   0.0   0.0   0:00.04 bash
4029200 mda439    20   0   12028   5740   3840 S   0.0   0.0   0:00.04 bash
4032020 sxa510    20   0    7980   3396   2300 S   0.0   0.0   0:00.01 ssh-agent
4106327 mda439    20   0   12028   5648   3744 S   0.0   0.0   0:00.06 bash
4108905 mda439    20   0   12028   5508   3604 S   0.0   0.0   0:00.04 bash
4113323 mda439    20   0   12028   5564   3656 S   0.0   0.0   0:00.04 bash
4115233 root       0 -20       0      0      0 I   0.0   0.0   0:02.32 kworker/u136:1-xprtiod
4144869 phg285    20   0   10664   2876   1956 S   0.0   0.0   0:01.16 screen
4144870 phg285    20   0   14672   7916   3384 S   0.0   0.0   0:00.07 bash
4145239 mda439    20   0   12028   5504   3600 S   0.0   0.0   0:00.12 bash
4145487 phg285    20   0   10592   2896   2000 S   0.0   0.0   0:03.75 screen
4145488 phg285    20   0   14668   7872   3344 S   0.0   0.0   0:00.07 bash
4152002 mda439    20   0   12028   5596   3696 S   0.0   0.0   0:00.04 bash
4188709 mda439    20   0   12028   5732   3828 S   0.0   0.0   0:00.04 bash
